node,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,global_importance_score,business_role
1666,0.008915304606240713,0.3647037572254335,0.006174767405889478,0.0003183871777442503,0.15371854391566567,Acteur intermédiaire
1557,0.037394749876176324,0.3192094861660079,3.713451260765727e-05,0.000435784986701601,0.1537039661381682,Acteur intermédiaire
1617,0.028974739970282316,0.33585627547201197,0.0004481197390596397,0.0003416128046572596,0.15353292731164542,Acteur intermédiaire
1604,0.03665180782565626,0.3197149643705463,9.650879358283614e-05,0.00044651628284948926,0.15352157545061618,Acteur intermédiaire
1799,0.037642397226349676,0.31870560378847673,2.2007124830607857e-05,0.0004290542051400393,0.1534460539049009,Acteur intermédiaire
136,0.03293709757305597,0.2941862159405508,0.026870359787398053,0.0006337403250536821,0.15273011713820034,Acteur intermédiaire
1017,0.03689945517582962,0.31863015860490806,3.154655010472019e-05,0.0004299842159136467,0.15256088892981223,Acteur intermédiaire
1879,0.03714710252600297,0.31865530303030304,1.709197855293312e-05,0.0004187585930437965,0.1525606269714332,Acteur intermédiaire
2266,0.05794947994056463,0.28170782754290496,0.0017078201895933834,0.0004547583504373501,0.15244929180375463,Acteur intermédiaire
1146,0.03640416047548291,0.31878108470829714,5.906065876789691e-05,0.00043113625144722674,0.1521410295352798,Acteur intermédiaire
686,0.04210004952947003,0.21691018478727975,0.029721898375122513,0.002219359259800019,0.15210405540043326,Acteur intermédiaire
1534,0.008172362555720653,0.36460496613995486,0.005948477022332591,0.00028565066829643184,0.15178044145634234,Acteur intermédiaire
1941,0.05522535908865775,0.2820620284995809,0.0017270958689600399,0.0005334723030162657,0.15163089694944584,Acteur intermédiaire
1331,0.036156513125309556,0.3185547491322184,2.619020760205347e-05,0.0004196207118178462,0.15136819451677297,Acteur intermédiaire
1783,0.029965329370975728,0.3196643445218493,0.00018900088928529578,0.0006557046711928997,0.15130926926049784,Acteur intermédiaire
1662,0.036156513125309556,0.3185547491322184,1.9495627233992575e-05,0.0004115792917375864,0.1511516458030717,Acteur intermédiaire
896,0.031203566121842496,0.3199429522224863,8.893556090702662e-05,0.0005810468584650819,0.15090989294678092,Acteur intermédiaire
1603,0.0359088657751362,0.3185296205726907,1.4860760267954738e-05,0.0004088053019908271,0.15077027957413397,Acteur intermédiaire
1793,0.0359088657751362,0.3185296205726907,1.8169155877452837e-05,0.00040861788143362775,0.150767395426789,Acteur intermédiaire
1222,0.03516592372461615,0.31845425867507887,4.5186889944792966e-05,0.00043236382762140767,0.15049575705885138,Acteur intermédiaire
1447,0.03516592372461615,0.31845425867507887,3.74032721118941e-05,0.00042627966043836714,0.15033021831320362,Acteur intermédiaire
1536,0.020307082714214955,0.33779488037476996,0.000679911372128997,0.000542753903692444,0.15030979492966015,Acteur intermédiaire
1277,0.03070827142149579,0.31989226016002537,8.854793741052352e-05,0.0005717524252620442,0.15005345513397772,Acteur intermédiaire
1006,0.03516592372461615,0.31845425867507887,2.6672589094604587e-05,0.0004130819766090036,0.14997497590228423,Acteur périphérique
1076,0.03516592372461615,0.31845425867507887,2.1847289858434106e-05,0.00040192931295272193,0.1496774281409292,Acteur périphérique
1132,0.03516592372461615,0.31845425867507887,1.7528348421074126e-05,0.00040114290630736027,0.14965396318201202,Acteur périphérique
921,0.02625061911837543,0.33554927704836296,0.0003818437306055031,0.00032302842466066525,0.14962166872869928,Acteur périphérique
1334,0.024764735017335313,0.33644392601233125,0.0005349134458434096,0.00035880941598434823,0.1495738050958812,Acteur périphérique
1107,0.034918276374442794,0.3184291459664064,2.008204477715435e-05,0.0003995770421380194,0.1493090021015536,Acteur périphérique
1687,0.010648836057454186,0.35725028753428295,0.0009065373748414386,0.00039525648643362675,0.1491744426795072,Acteur périphérique
1505,0.014611193660227836,0.34275528393175453,0.0037819722655048024,0.000532635013883581,0.14889501854668924,Acteur périphérique
1717,0.03442298167409608,0.318378932429236,2.3546449039396694e-05,0.0004016705368076058,0.14875605764800934,Acteur périphérique
1598,0.033680039623576026,0.3194114855244423,7.173764179975422e-05,0.00040289671070852206,0.14869020968523877,Acteur périphérique
363,0.0237741456166419,0.3270430063983154,0.00145263186820424,0.0005997187647803384,0.14867913919428344,Acteur périphérique
1329,0.033680039623576026,0.3193104538984659,6.31453366830348e-05,0.00040482018787485886,0.14866384821522202,Acteur périphérique
1153,0.03442298167409608,0.318378932429236,1.5313414313249155e-05,0.00039359982098898785,0.14853777475403646,Acteur périphérique
1250,0.03392768697374938,0.3188566013897663,2.837695482180395e-05,0.00039254981484498143,0.14828292844290328,Acteur périphérique
1669,0.03392768697374938,0.3183287347260544,1.4945601043556868e-05,0.0003926743394363122,0.1479027196359067,Acteur périphérique
1688,0.02352649826646855,0.3368930418821959,0.0005501599322316148,0.0003348865657478898,0.14783390414972225,Acteur périphérique
1256,0.033432392273402674,0.3182785528493734,2.2171189621886388e-05,0.00039308571542632945,0.1473077221347127,Acteur périphérique
1488,0.033432392273402674,0.3182785528493734,2.2607483801743858e-05,0.00039136234844271476,0.14726248142955692,Acteur périphérique
1070,0.019316493313521546,0.33616383616383616,0.0005331521110735926,0.0005164560385210361,0.14721518265928557,Acteur périphérique
1620,0.0316988608221892,0.3196643445218493,0.00011738470254282394,0.00042609292737992935,0.1472121423354958,Acteur périphérique
1175,0.03268945022288261,0.3186804514245127,5.3229825324182655e-05,0.00039526302956205005,0.14680814206851478,Acteur périphérique
1791,0.03244180287270926,0.31870560378847673,3.468080074362373e-05,0.0003959609469070504,0.14654551042507216,Acteur périphérique
2384,0.04655770183259039,0.2882432721821686,0.00044945483635782616,0.000578673115227217,0.14636199437370345,Acteur périphérique
1358,0.01906884596334819,0.33776662484316183,0.00019149200350351345,0.00045858392018887126,0.14632512232717,Acteur périphérique
1124,0.032194155522535906,0.3181531673495115,4.15931160222028e-05,0.0004049619092802452,0.14610760807288714,Acteur périphérique
1456,0.03268945022288261,0.3182033096926714,1.6471979747154427e-05,0.00037967590267153404,0.14603448065156993,Acteur périphérique
1483,0.0237741456166419,0.33493696084936964,0.0006302996573637761,0.0003013205649388051,0.1458948081083185,Acteur périphérique
1757,0.03244180287270926,0.31817823654558347,1.5992204919296347e-05,0.00037398895511629103,0.14557881845262075,Acteur périphérique
1816,0.03244180287270926,0.31817823654558347,1.2662565479489445e-05,0.00036878728577764306,0.14543936668429439,Acteur périphérique
1902,0.032194155522535906,0.3181531673495115,1.9555054540875547e-05,0.0003774796513775795,0.14536805908137818,Acteur périphérique
2111,0.045567112431896976,0.28900658459776696,0.00041233235263041386,0.0005576313541167954,0.14517611619578752,Acteur périphérique
980,0.0316988608221892,0.31810304080668034,3.039545324452771e-05,0.0003909821735516073,0.1451210870911466,Acteur périphérique
420,0.008420009905894007,0.3610192221725525,0.0006988475440275715,0.00023766626442727468,0.14497498088630523,Acteur périphérique
1335,0.0316988608221892,0.31810304080668034,1.3360592990216347e-05,0.0003643631139242206,0.14440745828101523,Acteur périphérique
1171,0.005943536404160475,0.3624450228884301,0.0025120390408827123,0.0002420063334560017,0.14436125970545344,Acteur périphérique
1823,0.03145121347201585,0.3180779834580543,1.675238188408242e-05,0.0003664982266996298,0.14416080037908352,Acteur périphérique
1590,0.021792966815255076,0.3355771628022937,0.0003255140738507727,0.00031040552046066,0.14410053961669772,Acteur périphérique
1665,0.03145121347201585,0.3180779834580543,1.3448161031818555e-05,0.0003631195589899171,0.14406950886687248,Acteur périphérique
1467,0.03070827142149579,0.31847937534505877,5.166366181261396e-05,0.00037847895085241966,0.14392216777372036,Acteur périphérique
1750,0.031203566121842496,0.31805293005671076,1.8122397264772555e-05,0.000366089772083205,0.14384570893708587,Acteur périphérique
1269,0.031203566121842496,0.31805293005671076,1.4917563247620366e-05,0.00036560615935305,0.143830936151415,Acteur périphérique
1255,0.03070827142149579,0.31847937534505877,3.979613738309245e-05,0.0003708890523081733,0.14371431387047826,Acteur périphérique
1104,0.02699356116889549,0.3195125811046052,7.110164092205119e-05,0.0005021739497868152,0.14362488504671736,Acteur périphérique
1761,0.029965329370975728,0.3179277222265963,7.873056995334444e-05,0.00041289183975085525,0.1435938062949084,Acteur périphérique
1230,0.03095591877166914,0.31802788060171694,1.445397773095992e-05,0.00036253498633886304,0.14344438194271253,Acteur périphérique
1570,0.03070827142149579,0.3180028350921405,2.0419470483422246e-05,0.0003721746523107684,0.14339753006212097,Acteur périphérique
1683,0.030460624071322436,0.31797779352704936,3.551877278851393e-05,0.0003800865567164391,0.14331075430734153,Acteur périphérique
641,0.016344725111441305,0.33992760333361394,0.0005346649945481804,0.00039729323004146364,0.1432954356164696,Acteur périphérique
1491,0.03095591877166914,0.31802788060171694,1.2316190268729051e-05,0.00035578110149049103,0.14326468119214822,Acteur périphérique
1136,0.008172362555720653,0.3563045971940351,0.0005212834619740982,0.00031336056677107684,0.14322550776926726,Acteur périphérique
1029,0.0195641406636949,0.3375125376128385,0.000631349986433999,0.0003106720407140234,0.14308762610141268,Acteur périphérique
1867,0.030460624071322436,0.31797779352704936,2.261210184462905e-05,0.00036831005728318455,0.14299168600323175,Acteur périphérique
1689,0.03070827142149579,0.3180028350921405,1.2024856558152142e-05,0.000356752424483545,0.14298499723891833,Acteur périphérique
1204,0.026498266468548786,0.3194620253164557,6.200922565639917e-05,0.0004934679054649538,0.1427786484435914,Acteur périphérique
1101,0.030460624071322436,0.31797779352704936,1.711490780109454e-05,0.00035796091761789854,0.14271493935013388,Acteur périphérique
1341,0.030460624071322436,0.31797779352704936,1.3049740061982123e-05,0.00035434216959185955,0.1426168323808043,Acteur périphérique
1330,0.03021297672114908,0.3179527559055118,2.2959602654439985e-05,0.0003641707482981692,0.1425774377515557,Acteur périphérique
1079,0.030460624071322436,0.31797779352704936,9.61791013090757e-06,0.0003510529120511579,0.14252782246818968,Acteur périphérique
1289,0.021050024764735015,0.336359850062474,0.0005941285594746535,0.0002518163566987363,0.14241506094157844,Acteur périphérique
1117,0.03021297672114908,0.3179527559055118,1.8195394500928226e-05,0.00035712958028679705,0.14238851028075158,Acteur périphérique
1574,0.01659237246161466,0.3375125376128385,0.00026589663408948123,0.0004214808175930352,0.14233758191873658,Acteur périphérique
2199,0.0433382862803368,0.2888205421643659,0.000583711001102141,0.000547400190856632,0.14229450132782592,Acteur périphérique
1668,0.03021297672114908,0.3179527559055118,9.962634771031608e-06,0.000349849596320351,0.14219111031545573,Acteur périphérique
1547,0.03021297672114908,0.3179527559055118,8.878628935742613e-06,0.0003450562122995889,0.14206384312683581,Acteur périphérique
1868,0.029965329370975728,0.3179277222265963,1.441655177689162e-05,0.00035418188547614273,0.14200315846683947,Acteur périphérique
1235,0.026498266468548786,0.3182033096926714,5.244736068096801e-05,0.0004955499598163682,0.14193319777210386,Acteur périphérique
1338,0.016840019811788013,0.3352428393524284,0.00043617240714322996,0.0004437230667678358,0.1417057605500814,Acteur périphérique
1004,0.029717682020802376,0.31790269248937175,1.0828508875460327e-05,0.00034562439198682564,0.14146977713526585,Acteur périphérique
538,0.021545319465081723,0.3231951336641588,0.001284521477292253,0.0005315028252191574,0.14145206424849602,Acteur périphérique
1267,0.029717682020802376,0.31790269248937175,7.852366624046758e-06,0.0003395246622273768,0.14130682882395054,Acteur périphérique
1842,0.029470034670629024,0.3178776666929072,1.2628921755953869e-05,0.0003472402104498461,0.14120843386391096,Acteur périphérique
1675,0.028974739970282316,0.317827626918536,2.800995653317752e-05,0.00036864584596380716,0.14117307488433453,Acteur périphérique
1165,0.0064388311045071814,0.3564933345104617,0.003161131536865922,0.00023774380825693667,0.14099926641307187,Acteur périphérique
1600,0.028974739970282316,0.3183538315988647,2.2637954536268058e-05,0.0003478808526951376,0.14099526075099214,Acteur périphérique
1849,0.029470034670629024,0.3178776666929072,8.066848646725405e-06,0.000337814731246394,0.14095666435361576,Acteur périphérique
1520,0.028974739970282316,0.317827626918536,1.946548463860089e-05,0.0003554824501987938,0.1408201029095254,Acteur périphérique
2081,0.04259534422981674,0.2887585812356979,0.00045508164257023165,0.0005178680655169712,0.14052816926987566,Acteur périphérique
1608,0.028974739970282316,0.317827626918536,1.4018118617007108e-05,0.0003435584162970273,0.14050179534711635,Acteur périphérique
1312,0.01981178801386825,0.33535420646125735,0.0002746179397656809,0.00026810581271515026,0.14049436625299783,Acteur périphérique
1125,0.028974739970282316,0.317827626918536,1.0377806603524662e-05,0.000336923357914986,0.14032429466735263,Acteur périphérique
1320,0.0158494304110946,0.3372025052192067,0.00011521510532439409,0.0003858384632846439,0.14021983040564467,Acteur périphérique
2007,0.04234769687964338,0.2887379335001788,0.001423204066762898,0.0004933754393588057,0.14018372876367927,Acteur périphérique
1214,0.028231797919762255,0.31775259678942397,3.016157908602511e-05,0.00036440238006022076,0.14014696402029334,Acteur périphérique
412,0.02451708766716196,0.31157407407407406,0.0008673347981174083,0.0006697993596134691,0.14003406724803952,Acteur périphérique
947,0.02847944526993561,0.31777760289604157,1.8965795714310416e-05,0.00034684924961995186,0.13998153261253926,Acteur périphérique
1014,0.02451708766716196,0.319108582266477,5.157161869564153e-05,0.0004743674927784543,0.13971768766791337,Acteur périphérique
1721,0.02847944526993561,0.31777760289604157,1.0039687427127781e-05,0.000332733117325173,0.13960316116817162,Acteur périphérique
1752,0.02847944526993561,0.31777760289604157,9.951411645795894e-06,0.00033207344117944584,0.1395856844014099,Acteur périphérique
1405,0.012382367508667657,0.3424936386768448,0.004097162971815614,0.00027545826309948395,0.1395277787310226,Acteur périphérique
966,0.02847944526993561,0.31777760289604157,8.554714533926417e-06,0.0003291738391295722,0.13950823564472736,Acteur périphérique
1459,0.02526002971768202,0.31767760207694123,3.003256711079441e-05,0.00046934895243430126,0.139416891408209,Acteur périphérique
1472,0.02228826151560178,0.3176276252654763,7.853024667627917e-05,0.0005953205894621009,0.139290215325318,Acteur périphérique
1619,0.028231797919762255,0.31775259678942397,1.0596382533974954e-05,0.00033229607414589677,0.13928684055066712,Acteur périphérique
1809,0.027984150569588903,0.3177275946179873,1.1654000037236768e-05,0.0003323774480424883,0.13898452655455454,Acteur périphérique
1172,0.027984150569588903,0.3177275946179873,1.307883415944092e-05,0.0003298120395816698,0.13891766520712148,Acteur périphérique
1291,0.027984150569588903,0.3177275946179873,8.631256125339732e-06,0.0003267347125145855,0.13883361809391961,Acteur périphérique
1563,0.02773650321941555,0.3177025963808025,1.545166251432006e-05,0.0003369719814329472,0.1388031158885881,Acteur périphérique
1243,0.02773650321941555,0.3177025963808025,1.6977310635668962e-05,0.0003367498702431142,0.13879820256644035,Acteur périphérique
1786,0.024021792966815253,0.3190581542351454,4.067877943497103e-05,0.0004615961448783605,0.13876305555455037,Acteur périphérique
953,0.02699356116889549,0.3187307601231352,4.24689739011527e-05,0.00033500805821908523,0.1386366807984648,Acteur périphérique
2289,0.0396235760277365,0.2885110031437554,0.0010849112651255789,0.000567934524620748,0.1386194042542113,Acteur périphérique
1597,0.02773650321941555,0.3177025963808025,1.3542739624407422e-05,0.00032931561282799804,0.13859972396597217,Acteur périphérique
1416,0.0274888558692422,0.3182033096926714,1.6463093997905767e-05,0.00032463879667558507,0.13854649517462436,Acteur périphérique
2542,0.04853888063397721,0.28096298357918176,0.0013570237177650823,0.0003699986694375626,0.13854298750868585,Acteur périphérique
1370,0.02773650321941555,0.3177025963808025,9.161245788186617e-06,0.00032568698338519386,0.13850115854366146,Acteur périphérique
2133,0.03937592867756315,0.28834618680377033,0.0010130371965923362,0.0005787552543302721,0.13845582253470143,Acteur périphérique
1192,0.024021792966815253,0.3192094861660079,4.87305666857659e-05,0.00044396521442319745,0.1384099994178367,Acteur périphérique
1540,0.017087667161961365,0.33510373443983404,0.00042207105788746375,0.0003102409173424734,0.1383602784699856,Acteur périphérique
1191,0.027241208519068846,0.31817823654558347,2.054344666285917e-05,0.00032834742248486035,0.13834181147588692,Acteur périphérique
1237,0.014858841010401188,0.3369211514392991,0.0001850496168623415,0.00035303117726375095,0.13804764852121326,Acteur périphérique
373,0.023278850916295196,0.3113338473400154,0.000857995949644013,0.0006414598315700467,0.1376723155134481,Acteur périphérique
967,0.026498266468548786,0.31805293005671076,3.9492003367473686e-05,0.00033710699185462403,0.1376338624720268,Acteur périphérique
1735,0.02699356116889549,0.3176276252654763,9.386668061124009e-06,0.0003210131537145271,0.1374625213880995,Acteur périphérique
1591,0.02352649826646855,0.3172782273905869,5.921239678284538e-05,0.0004785797693930438,0.13738359217099005,Acteur périphérique
1345,0.024021792966815253,0.31775259678942397,2.7944151339637198e-05,0.0004447062292058228,0.13738129895083132,Acteur périphérique
1864,0.026498266468548786,0.31810304080668034,2.2909522363045292e-05,0.0003229715908281987,0.1372858117104305,Acteur périphérique
2283,0.039871223377909853,0.2885316184351554,0.000540770404945007,0.000518284192349844,0.1372704531331884,Acteur périphérique
2598,0.04061416542842991,0.2885934819897084,0.00021611125098542174,0.0004912432916381893,0.13725965622124325,Acteur périphérique
1583,0.024021792966815253,0.31732809430255404,2.2751714958793608e-05,0.00044501182119018273,0.13708446830638124,Acteur périphérique
2054,0.04036651807825656,0.2885728578575002,0.0003623958645890313,0.0004923090509451873,0.13707711938414768,Acteur périphérique
1409,0.02625061911837543,0.31755268952500787,2.8590000512074672e-05,0.00033644334753068556,0.13696669305564899,Acteur périphérique
